reference_id	ref_gene_id	ref_gene_name	SRR2753092	SRR2753098	SRR2753106	SRR2753116
ENST00000623153.1	ENSG00000171792.11	RHNO1	0.983831	3.17462	0.950149	1.453546
ENST00000447667.2	ENSG00000060237.19	WNK1	0.302278	0.150772	0.102787	0.558616
ENST00000540360.5	ENSG00000060237.19	WNK1	0.043165	0.176375	0.343993	0.098991
ENST00000676347.1	ENSG00000060237.19	WNK1	2.975749	6.011695	8.111477	0
ENST00000542543.1	ENSG00000060237.19	WNK1	1.731716	2.088312	2.301286	1.790773
ENST00000545055.1	ENSG00000060237.19	WNK1	0.184958	0.109151	0.837174	0.534897
ENST00000534872.1	ENSG00000060237.19	WNK1	0.007451	0	0.062896	0
ENST00000542424.1	ENSG00000060237.19	WNK1	0.03775	0.343196	0.329049	0
ENST00000537603.1	ENSG00000060237.19	WNK1	0.735458	0.073421	0.47192	1.285679
ENST00000540885.1	ENSG00000060237.19	WNK1	0.083745	0.36096	0.467915	0.067636
ENST00000542297.1	ENSG00000002016.18	RAD52	3.085026	0	2.427291	3.574465
ENST00000539007.5	ENSG00000082805.20	ERC1	0.066181	0.426745	2.260232	1.41785
ENST00000541503.1	ENSG00000082805.20	ERC1	0.067734	1.172898	0.26509	0.970989
ENST00000539802.2	ENSG00000082805.20	ERC1	0.001506	0.05003	0	0.008959
ENST00000483097.1	ENSG00000234589.4	RP11-253E3.1	5.411721	0.620308	0.015236	6.34287
ENST00000495392.1	ENSG00000227081.5	RP11-543P15.1	823.64981	1591.972343	1485.239494	721.93939
ENST00000456928.2	ENSG00000256356.1	HSPA8P5	0.853485	0.258354	0.212659	1.473869
ENST00000624384.1	ENSG00000280202.1	RP5-1180D12.1	6.604024	6.515253	9.263935	5.499839
ENST00000410406.1	ENSG00000222338.1	RNU6-174P	0.033915	0.434166	0	0.820973
ENST00000638100.1	ENSG00000283138.1	RP3-488M23.3	0.631854	0	0	0
ENST00000458162.6	ENSG00000111224.14	PARP11	4.765718	2.114472	1.90567	0
ENST00000427057.6	ENSG00000111224.14	PARP11	1.379094	4.174019	8.714412	0
ENST00000228820.9	ENSG00000111224.14	PARP11	0.656418	0.388967	2.27238	0
ENST00000447133.7	ENSG00000111224.14	PARP11	0.486688	2.291142	2.454639	0
ENST00000450737.2	ENSG00000111224.14	PARP11	0.074298	0.029365	0.019132	4.09569
ENST00000237841.5	ENSG00000118976.5	OTUD4P1	4.361228	7.077185	8.081901	9.484405
ENST00000535887.1	ENSG00000047621.12	C12orf4	0.071952	0	0	0
ENST00000537214.1	ENSG00000255996.1	RP11-429A20.2	0.186888	0.16502	0	0.157081
ENST00000545761.1	ENSG00000255973.1	RP11-592H6.3	0.084588	0.290513	0	0.602236
ENST00000538921.1	ENSG00000256748.1	RP11-234B24.5	0.108604	0	0.009158	0
ENST00000545571.5	ENSG00000010219.13	DYRK4	4.215518	1.815261	0	0
ENST00000541024.1	ENSG00000010219.13	DYRK4	0.024668	3.313318	6.728223	9.224859
ENST00000544671.1	ENSG00000010219.13	DYRK4	0.078653	0.182734	0.931622	0.978076
ENST00000544050.1	ENSG00000010219.13	DYRK4	0.075634	0.366487	2.637431	0.963517
ENST00000540688.1	ENSG00000139180.11	NDUFA9	1.277805	1.706212	2.857902	3.661338
ENST00000280684.3	ENSG00000151079.7	KCNA6	0.371293	1.009714	0.386162	1.055469
ENST00000536795.1	ENSG00000118971.9	CCND2	0.393755	0.34758	0.005373	0.029675
ENST00000493323.1	ENSG00000213970.4	RP11-264F23.1	12.788623	0.92651	0	8.445925
ENST00000509325.1	ENSG00000235868.3	GAPDHP31	0.050344	0	0	0
ENST00000417799.2	ENSG00000256331.1	NIFKP3	0.194503	0.199156	0.141675	0.860728
ENST00000544818.1	ENSG00000255977.1	RP11-444J21.2	0.30247	0	0	3.14784
ENST00000538078.1	ENSG00000255836.1	RP11-157G21.2	8.181989	18.106974	22.062792	16.603769
ENST00000639256.1	ENSG00000284327.1	RP11-444J21.5	0.114596	0	0	0
ENST00000477936.2	ENSG00000243830.2	RP11-113C12.2	3.13524	0.184652	0	0.843503
ENST00000501248.2	ENSG00000246115.3	SUPT4H1P2	0.372739	0.967226	0.596275	0.4862
ENST00000469295.1	ENSG00000059804.16	SLC2A3	0.223097	0.550631	2.744387	0
ENST00000479059.3	ENSG00000059804.16	SLC2A3	0.046173	0.0803	0.048947	0
ENST00000490763.1	ENSG00000059804.16	SLC2A3	0.180791	0.801707	1.314941	0
ENST00000541671.1	ENSG00000059804.16	SLC2A3	1.379502	0.551294	0.002043	0
ENST00000388966.4	ENSG00000255581.1	RP11-69M1.4	1.181995	0.361841	0.184971	0.423945
ENST00000162391.8	ENSG00000065970.9	FOXJ2	6.099162	7.354269	0.595898	0
ENST00000428177.2	ENSG00000065970.9	FOXJ2	0.095838	0.614654	0.948805	0
ENST00000624929.1	ENSG00000279865.1	RP11-69M1.6	0.1973	0.195306	0.760984	0.759238
ENST00000546181.2	ENSG00000089818.18	NECAP1	1.046498	0.009843	2.265518	0
ENST00000542095.6	ENSG00000089818.18	NECAP1	2.064484	0.014571	4.190715	0
ENST00000611627.1	ENSG00000276417.1	RP11-266K4.13	0.292888	0.141771	0.377768	0.215411
ENST00000618256.1	ENSG00000275367.1	RP11-266K4.14	0.621308	1.05319	1.510071	0.478709
ENST00000622868.1	ENSG00000277952.1	RP11-90D4.4	0.25631	0.359904	0	1.583561
ENST00000479743.1	ENSG00000242661.1	RPS3AP43	19.41604	0.275444	1.149897	13.253807
ENST00000228438.3	ENSG00000110852.5	CLEC2B	16.060124	35.982048	32.526897	26.560886
ENST00000538152.1	ENSG00000110852.5	CLEC2B	1.522478	2.163912	2.125669	1.295723
ENST00000540743.1	ENSG00000110852.5	CLEC2B	4.369255	2.197409	0.875948	1.866169
ENST00000538482.1	ENSG00000197992.7	CLEC9A	0.658344	0.341123	0.272444	0.272767
ENST00000406003.2	ENSG00000255734.1	HNRNPABP1	0.2684	0	0.170784	0.233826
ENST00000619374.4	ENSG00000166532.16	RIMKLB	1.73455	8.789495	0	0
ENST00000504495.6	ENSG00000166532.16	RIMKLB	1.419878	1.627973	5.295388	0
ENST00000000412.8	ENSG00000003056.8	M6PR	19.417975	25.818829	28.309626	0
ENST00000537621.1	ENSG00000003056.8	M6PR	0.879137	2.316291	1.124694	3.520716
ENST00000543834.1	ENSG00000003056.8	M6PR	0.184192	0.217388	0.297448	1.329763
ENST00000544245.1	ENSG00000003056.8	M6PR	0.082407	0	0	0
ENST00000540837.1	ENSG00000003056.8	M6PR	0.903061	0.628239	0.235407	0
ENST00000543159.1	ENSG00000003056.8	M6PR	0.012882	1.919244	1.164711	0.020424
ENST00000543895.1	ENSG00000139187.10	KLRG1	0.990075	0.060918	0	5.048174
ENST00000540396.1	ENSG00000256720.1	BTG1P1	0.376483	1.391961	0.26702	0
ENST00000448968.2	ENSG00000256817.1	TPT1P12	104.317602	0.942351	0.087465	47.447029
ENST00000635744.1	ENSG00000283429.1	MIR1244-3	0.001477	0.969454	4.116153	2.599785
ENST00000426188.2	ENSG00000231503.4	PTMAP4	0.080529	5.710214	5.910431	13.710683
ENST00000391130.1	ENSG00000212432.1	SNORA75	0.174903	0.47484	0	0
ENST00000426641.3	ENSG00000233719.4	GOT2P3	0.101519	0.203606	0.110314	0.405073
ENST00000575094.5	ENSG00000256594.8	RP11-705C15.2	3.34285	1.955441	3.511204	0
ENST00000396690.2	ENSG00000213443.2	NPM1P7	61.382109	32.529608	101.306658	48.15576
ENST00000228434.7	ENSG00000110848.8	CD69	12.565534	34.932858	69.629255	33.18989
ENST00000536709.1	ENSG00000110848.8	CD69	1.062982	1.020044	0.161423	2.561118
ENST00000416624.6	ENSG00000110848.8	CD69	1.476462	2.167137	0.422161	2.657399
ENST00000543147.1	ENSG00000110848.8	CD69	0.009952	0.814162	0.696243	1.095219
ENST00000612016.1	ENSG00000110799.14	VWF	0.00185	0.012033	0	0.271691
ENST00000537967.1	ENSG00000256103.2	ATP5MFP5	0.197864	0.155478	0	1.588115
ENST00000535038.1	ENSG00000067182.8	TNFRSF1A	1.07201	0.432522	0.986232	3.73628
ENST00000539372.5	ENSG00000067182.8	TNFRSF1A	0.242521	0.492854	0.862138	1.476397
ENST00000440083.6	ENSG00000067182.8	TNFRSF1A	2.394342	0.304216	3.099459	3.911907
ENST00000538363.1	ENSG00000067182.8	TNFRSF1A	2.429803	0.709683	0.376582	0.863486
ENST00000545445.1	ENSG00000111321.11	LTBR	0.143199	0.13486	0	0.907508
ENST00000541005.1	ENSG00000111321.11	LTBR	2.097046	0.089184	0	0
ENST00000543542.1	ENSG00000111321.11	LTBR	0.017445	0	0	1.310746
ENST00000441074.3	ENSG00000111321.11	LTBR	1.223267	0.273106	0.587077	1.779133
ENST00000498412.1	ENSG00000213942.3	RP1-102E24.1	132.395079	50.096749	46.099415	145.020277
ENST00000447193.2	ENSG00000224906.3	SRP14P1	1.626096	1.037107	0.242443	0
ENST00000266556.8	ENSG00000139192.12	TAPBPL	12.520934	1.840874	0	0
ENST00000619166.1	ENSG00000276718.1	RP1-102E24.10	0.086424	0.166121	0.946423	0.476197
ENST00000541242.1	ENSG00000256913.1	RP1-102E24.6	0.277236	0.23939	0.70068	0.238924
ENST00000229238.5	ENSG00000111639.8	MRPL51	16.182893	40.205236	41.243629	45.017282
ENST00000538814.5	ENSG00000111639.8	MRPL51	0.26085	9.434794	39.193801	2.01025
ENST00000459255.1	ENSG00000239002.3	SCARNA10	0.426695	1.810721	0	0.097567
ENST00000541782.1	ENSG00000276232.1	SCARNA10	0.046859	0.331508	0	0.571971
ENST00000536090.1	ENSG00000010292.13	NCAPD2	0.085002	0.035358	0.624322	0.166378
ENST00000535804.1	ENSG00000010292.13	NCAPD2	0.009466	0.009893	0.125005	0.452653
ENST00000539885.1	ENSG00000010292.13	NCAPD2	0.079102	0.018041	0.015563	0.980424
ENST00000496049.1	ENSG00000111640.15	GAPDH	2.419517	0.488135	0.220894	1.26751
ENST00000229239.10	ENSG00000111640.15	GAPDH	805.162053	606.042256	212.02955	0
ENST00000474249.5	ENSG00000111640.15	GAPDH	46.237772	55.961831	101.799035	0
ENST00000396859.5	ENSG00000111640.15	GAPDH	81.195426	0.886298	1.633631	0
ENST00000466588.5	ENSG00000111640.15	GAPDH	0.424362	2.179964	0.45685	0
ENST00000466525.1	ENSG00000111640.15	GAPDH	1.25678	30.383881	0.922438	7.509114
ENST00000537708.1	ENSG00000111641.12	NOP2	1.06338	0.020621	0.024023	0.127747
ENST00000642686.1	ENSG00000111642.16	CHD4	0.054235	0.673401	0.05469	0.935179
ENST00000647394.1	ENSG00000111642.16	CHD4	0.487461	0.075573	4.012946	1.074065
ENST00000642860.1	ENSG00000111642.16	CHD4	1.720918	0.075192	0.597632	0.524544
ENST00000535717.2	ENSG00000111642.16	CHD4	0.019893	0.180376	0.014553	0.110377
ENST00000645717.1	ENSG00000111642.16	CHD4	0.077313	0.395509	0.624207	0.246326
ENST00000646145.1	ENSG00000111642.16	CHD4	0.071102	1.680257	0.748724	1.800333
ENST00000647333.1	ENSG00000111642.16	CHD4	0.090712	0.017269	0.001541	0.009609
ENST00000537634.2	ENSG00000111642.16	CHD4	0.158058	0.715554	0.238834	0.257279
ENST00000545083.1	ENSG00000111642.16	CHD4	0.48728	0.051605	0.243653	0.276987
ENST00000229243.7	ENSG00000111644.8	ACRBP	7.763009	4.666135	0	0
ENST00000536350.5	ENSG00000111644.8	ACRBP	0.256874	0.298926	0	0
ENST00000544352.1	ENSG00000111644.8	ACRBP	0.043008	0.03372	0	0
ENST00000538524.1	ENSG00000111644.8	ACRBP	0.008463	0.375186	0	0.422219
ENST00000537383.1	ENSG00000126746.18	ZNF384	0.021929	0.396609	0.498825	0
ENST00000542519.1	ENSG00000126746.18	ZNF384	0.076734	0.558435	0.708609	0.555461
ENST00000455113.6	ENSG00000111652.10	COPS7A	1.655891	0	0	0
ENST00000543155.6	ENSG00000111652.10	COPS7A	3.726416	0	0	0
ENST00000539735.5	ENSG00000111652.10	COPS7A	0.982363	0	0	0
ENST00000540408.5	ENSG00000111652.10	COPS7A	0.007813	0	0	0
ENST00000538375.5	ENSG00000111652.10	COPS7A	0.096843	0	0	0
ENST00000534947.5	ENSG00000111652.10	COPS7A	0.984223	9.4795	0	0
ENST00000536872.5	ENSG00000111652.10	COPS7A	0.000928	0.076262	0	0
ENST00000541866.5	ENSG00000111652.10	COPS7A	0.006438	0.052527	0	0
ENST00000542630.1	ENSG00000111652.10	COPS7A	0.017638	0.024844	0	0
ENST00000203630.10	ENSG00000089693.11	MLF2	20.403934	22.323982	0	0
ENST00000541305.1	ENSG00000089693.11	MLF2	0.686379	0.331393	0	0.622075
ENST00000541346.1	ENSG00000089693.11	MLF2	1.245039	0.271401	0	0
ENST00000536207.1	ENSG00000089693.11	MLF2	0.008998	0.082501	0.007669	0
ENST00000536249.1	ENSG00000089693.11	MLF2	0.036275	0.160456	0.318053	0
ENST00000309083.8	ENSG00000159335.18	PTMS	2.049558	35.517095	9.082022	0
ENST00000389462.8	ENSG00000159335.18	PTMS	0.805548	0	0	0
ENST00000541049.1	ENSG00000089692.9	LAG3	0.151072	0.057375	0	0.38871
ENST00000011653.9	ENSG00000010610.10	CD4	16.957657	0	0	0
ENST00000535080.1	ENSG00000111667.14	USP5	0.019142	0.015813	0.016176	0.82946
ENST00000537267.5	ENSG00000111667.14	USP5	0.194473	0	0	0
ENST00000451612.5	ENSG00000240370.6	RPL13P5	0.252294	0	0	0
ENST00000441655.2	ENSG00000240370.6	RPL13P5	0.19685	1.828561	0.230088	0.985698
ENST00000602547.1	ENSG00000248593.3	DSTNP2	0.595695	1.641201	0.504572	0.910046
ENST00000541029.1	ENSG00000111676.15	ATN1	2.890018	0.761716	0	0
ENST00000607421.1	ENSG00000272173.1	U47924.31	2.314391	3.481804	2.075643	3.41626
ENST00000458811.1	ENSG00000238923.1	RNU7-1	0.004811	0.00545	0	0.02551
ENST00000543744.1	ENSG00000111679.17	PTPN6	0.006956	0.003987	0	0
ENST00000416215.6	ENSG00000111679.17	PTPN6	13.618182	2.11835	0	0
ENST00000318974.14	ENSG00000111679.17	PTPN6	11.379565	24.230237	0	0
ENST00000536521.5	ENSG00000111679.17	PTPN6	0.002076	0.004051	0	0
ENST00000539365.1	ENSG00000111679.17	PTPN6	0.010174	0.003099	0	0
ENST00000542761.5	ENSG00000111679.17	PTPN6	0.035121	0.167096	0.006652	0.994594
ENST00000678000.1	ENSG00000215021.10	PHB2	1.654895	1.872103	0	0
ENST00000678983.1	ENSG00000215021.10	PHB2	0.914657	2.624618	0	0
ENST00000459155.1	ENSG00000238795.1	SCARNA12	0.000157	0.000763	0	0
ENST00000546217.1	ENSG00000215021.10	PHB2	0.080308	0.244319	0.142882	0.146252
ENST00000542294.1	ENSG00000215021.10	PHB2	0.002314	0.084576	0.004758	0.061385
ENST00000599672.6	ENSG00000126749.16	EMG1	3.983607	4.647965	8.353316	0
ENST00000540060.1	ENSG00000111684.11	LPCAT3	0.276422	2.232324	1.32601	0.677392
ENST00000620843.1	ENSG00000111684.11	LPCAT3	0.764968	0.271601	0.650758	0.22056
ENST00000545459.5	ENSG00000111684.11	LPCAT3	0.178217	0.08938	0.126533	0.235025
ENST00000537833.6	ENSG00000139178.12	C1RL	0.324129	0.326104	0	0
ENST00000545337.1	ENSG00000139178.12	C1RL	0.888364	0.249003	0	0
ENST00000543941.1	ENSG00000139178.12	C1RL	1.184226	0.359462	0.338987	0
ENST00000539927.1	ENSG00000139178.12	C1RL	0.360535	0.124941	0	0
ENST00000538933.1	ENSG00000139182.15	CLSTN3	0.148223	0.592536	0	0
ENST00000542663.1	ENSG00000139182.15	CLSTN3	0.113932	0.315226	0	0
ENST00000539304.1	ENSG00000139197.11	PEX5	0.095016	0.164948	0.531845	0
ENST00000540455.1	ENSG00000084444.14	FAM234B	0.993792	0.007444	0.428106	0.606449
ENST00000541935.5	ENSG00000134531.10	EMP1	0.176177	1.325473	5.682963	0
ENST00000538173.1	ENSG00000180574.3	EIF2S3B	23.479148	43.610447	42.994841	28.180796
ENST00000398874.8	ENSG00000111196.10	MAGOHB	0.136363	0	0.080712	1.045263
ENST00000546164.5	ENSG00000060138.13	YBX3	0.526607	0.486704	0.073755	0.466342
ENST00000536823.5	ENSG00000060138.13	YBX3	3.519003	4.754669	7.640821	44.21004
ENST00000542002.5	ENSG00000060138.13	YBX3	1.280142	7.706378	2.514191	10.321376
ENST00000366290.2	ENSG00000060138.13	YBX3	2.33049	0.163754	0.043178	19.359773
ENST00000542641.5	ENSG00000060138.13	YBX3	12.501533	0	0	0
ENST00000544504.5	ENSG00000060138.13	YBX3	1.179554	0	0	0
ENST00000544622.4	ENSG00000060138.13	YBX3	4.254393	0.17885	0	0
ENST00000240619.2	ENSG00000121318.2	TAS2R10	0.099363	0.643997	0.255868	0.501093
ENST00000542513.1	ENSG00000256682.2	TAS2R12	0.082609	1.257739	0.880829	0.876917
ENST00000390677.2	ENSG00000212128.2	TAS2R13	0.431311	0.821747	0.31602	0.629061
ENST00000537503.2	ENSG00000212127.6	TAS2R14	0.025596	1.70238	2.435602	2.206086
ENST00000390674.2	ENSG00000212125.2	TAS2R15P	4.221565	7.482401	3.460705	11.773955
ENST00000534923.1	ENSG00000231887.7	PRH1	1.142573	2.960277	0	0
ENST00000506868.1	ENSG00000212126.3	TAS2R50	0.682472	1.125042	0.210485	1.479392
ENST00000538986.2	ENSG00000255837.2	TAS2R20	0.304133	0.883521	0.694234	1.297342
ENST00000390673.2	ENSG00000212124.2	TAS2R19	2.468418	2.747717	1.592759	4.361768
ENST00000390675.2	ENSG00000256436.1	TAS2R31	0.014084	1.251369	1.722546	1.504602
ENST00000541376.1	ENSG00000256019.1	TAS2R63P	0.069956	2.49369	0.192154	1.223027
ENST00000533467.1	ENSG00000226761.3	TAS2R46	0.222657	1.914893	0.103608	2.970948
ENST00000534866.1	ENSG00000256274.1	TAS2R64P	0.048715	0.839735	0	0.663703
ENST00000422992.2	ENSG00000256274.1	TAS2R64P	0.11261	0.19413	0.075687	0.386523
ENST00000531678.1	ENSG00000255374.3	TAS2R43	0.037805	1.648041	0	0.86383
ENST00000539585.1	ENSG00000256188.3	TAS2R30	0.532749	6.856851	2.546948	6.723182
ENST00000535136.1	ENSG00000256981.1	TAS2R18	16.14033	13.957524	11.777913	12.25389
ENST00000622602.2	ENSG00000256537.5	SMIM10L1	2.309278	7.859738	8.328822	8.317481
ENST00000334266.1	ENSG00000186136.1	TAS2R42	0.447377	0.289568	0.176209	0.184175
ENST00000542152.1	ENSG00000256657.1	RP11-144O23.22	0.056147	2.011439	0.237423	1.698932
ENST00000603334.1	ENSG00000270863.1	DDX55P1	0.036102	0.137226	0	0
ENST00000665563.1	ENSG00000247157.7	LINC01252	0.064845	0	0	0
ENST00000396373.9	ENSG00000139083.11	ETV6	66.969719	73.273732	20.964515	106.739661
ENST00000541426.1	ENSG00000139083.11	ETV6	3.438625	0.101652	0.118197	6.121031
ENST00000545027.1	ENSG00000139083.11	ETV6	5.855539	5.245922	0	0
ENST00000539347.1	ENSG00000198134.3	PTMAP9	15.330235	8.026558	6.859791	9.570406
ENST00000636813.1	ENSG00000283475.1	MIR1244-4	47.310477	4.696807	3.656663	43.632107
ENST00000472093.2	ENSG00000242405.2	RP11-267J23.1	0.800255	0.198228	0.02115	2.099751
ENST00000545658.1	ENSG00000070018.9	LRP6	0.095786	0.021533	0.031554	0.144294
ENST00000604544.1	ENSG00000270857.1	RP11-757G14.3	1.011056	1.006163	1.018977	2.14626
ENST00000535902.6	ENSG00000111261.14	MANSC1	4.698277	7.049274	5.731705	0
ENST00000545735.1	ENSG00000111261.14	MANSC1	0.099324	2.038797	1.108647	1.894478
ENST00000494341.2	ENSG00000243141.2	RPL23AP66	0.046532	0	0.201159	0.181678
ENST00000605743.1	ENSG00000271370.1	RP11-253I19.4	0.244725	1.033788	0	1.352162
ENST00000298573.9	ENSG00000111266.9	DUSP16	2.887385	5.345838	0	0
ENST00000483524.2	ENSG00000240424.2	RP11-158N24.1	0.089897	0	0	0
ENST00000228865.3	ENSG00000111269.3	CREBL2	2.188027	13.930211	0	0
ENST00000228872.9	ENSG00000111276.12	CDKN1B	11.791541	30.79803	21.391079	22.34456
ENST00000614874.2	ENSG00000111276.12	CDKN1B	2.774519	5.919509	3.016403	1.317527
ENST00000352940.8	ENSG00000213782.7	DDX47	8.910407	0.672263	1.844027	0.762027
ENST00000544032.5	ENSG00000213782.7	DDX47	1.404725	1.984873	2.786377	2.108864
ENST00000544497.1	ENSG00000213782.7	DDX47	0.834991	0.876616	0.589201	0.618466
ENST00000542123.5	ENSG00000213782.7	DDX47	1.449779	3.492615	0	0
ENST00000544400.1	ENSG00000213782.7	DDX47	0.027887	0.029943	0	0
ENST00000535722.1	ENSG00000213782.7	DDX47	1.031067	1.497334	1.368012	2.488098
ENST00000475592.2	ENSG00000241352.3	RP11-392P7.1	34.50895	6.271171	4.18423	19.138082
ENST00000459725.1	ENSG00000234498.3	RPL13AP20	49.224723	5.816021	5.101923	44.600884
ENST00000014930.9	ENSG00000013583.10	HEBP1	20.062567	24.628478	22.005544	0
ENST00000536942.1	ENSG00000013583.10	HEBP1	2.22614	0.37639	0.545462	0
ENST00000624664.1	ENSG00000183935.5	HTR7P1	3.490886	3.791253	2.809904	3.186309
ENST00000538670.1	ENSG00000183935.5	HTR7P1	0.021895	0.138757	0.00336	0.379534
ENST00000530274.5	ENSG00000023697.13	DERA	0.279278	0.372271	0.71973	5.887553
ENST00000536737.1	ENSG00000023734.11	STRAP	0.008283	0.030302	0.19287	0.021782
ENST00000325349.6	ENSG00000213235.3	EEF1A1P16	2.637979	2.337991	1.025202	6.787633
ENST00000396210.8	ENSG00000008394.13	MGST1	15.024601	16.406119	24.422423	0
ENST00000537878.5	ENSG00000008394.13	MGST1	0.050762	0.054335	0.047704	0
ENST00000535624.1	ENSG00000008394.13	MGST1	0.134178	0.526787	0.64209	0.81135
ENST00000624056.1	ENSG00000008394.13	MGST1	0.02441	0.982041	0.142582	2.152617
ENST00000537175.1	ENSG00000256238.1	SUPT16HP1	2.882075	3.447225	3.692689	5.794054
ENST00000540992.1	ENSG00000256450.1	RP11-424M22.1	0.047313	0	0	0
ENST00000536820.1	ENSG00000256896.1	PSMC1P8	0.026074	0	0	0
ENST00000396338.3	ENSG00000255993.1	PSMC1P9	2.282752	0.369888	0.483626	4.783003
ENST00000541815.1	ENSG00000255749.1	GNAI2P1	0.025108	0	0	0
ENST00000537653.5	ENSG00000171681.13	ATF7IP	0.281414	1.072372	1.254945	2.601835
ENST00000261168.9	ENSG00000171681.13	ATF7IP	11.525234	33.054382	21.562981	28.108393
ENST00000543189.5	ENSG00000171681.13	ATF7IP	6.119276	6.813684	6.605465	13.748697
ENST00000536444.5	ENSG00000171681.13	ATF7IP	2.406481	6.480464	20.57782	9.310883
ENST00000540793.5	ENSG00000171681.13	ATF7IP	0.30349	6.613528	5.717197	3.472228
ENST00000535179.1	ENSG00000171681.13	ATF7IP	0.127046	0.53976	0.033395	0.846812
ENST00000562691.2	ENSG00000261324.2	RP11-174G6.5	0.156437	0.25344	0.425003	0.167002
ENST00000539745.1	ENSG00000197837.3	H4-16	0.25545	0.559399	0	0
ENST00000544848.2	ENSG00000246705.4	H2AJ	5.517531	1.908085	0	1.869285
ENST00000544764.5	ENSG00000084463.8	WBP11	32.301466	5.146343	3.424188	5.938488
ENST00000543316.1	ENSG00000084463.8	WBP11	0.637215	0.241188	0.045244	0.717058
ENST00000228945.9	ENSG00000111348.9	ARHGDIB	1094.327981	949.03936	911.592466	1346.242596
ENST00000539131.1	ENSG00000111348.9	ARHGDIB	3.158222	10.863049	6.539088	0
ENST00000535676.1	ENSG00000111348.9	ARHGDIB	14.51736	12.547763	12.897117	11.748206
ENST00000428182.2	ENSG00000256283.1	METTL8P1	0.084902	0.652959	1.492802	0.278921
ENST00000469884.1	ENSG00000243916.1	RP11-6K23.1	0.10782	0.093109	0	0.215486
ENST00000414406.2	ENSG00000256849.1	TCP1P3	2.477617	1.726039	2.023979	3.112001
ENST00000540175.1	ENSG00000256663.1	RP11-424C20.2	1.847206	3.892097	1.013821	6.328656
ENST00000480903.1	ENSG00000227525.4	RPL7P6	75.296271	6.099487	4.378102	86.020706
ENST00000543528.1	ENSG00000255909.1	PDCD5P1	1.834782	2.335699	3.16825	5.624738
ENST00000266508.14	ENSG00000139154.16	AEBP2	2.602187	4.686635	0.729801	0
ENST00000398864.7	ENSG00000139154.16	AEBP2	2.173058	5.476945	12.154729	0
ENST00000363377.1	ENSG00000200247.1	RNU6-254P	3.091021	0.232491	0.664459	0.813301
ENST00000359165.5	ENSG00000245205.3	EEF1A1P4	20.848868	3.125162	1.692179	34.709731
ENST00000541534.1	ENSG00000255627.1	RP11-547L9.1	2.370806	0.776517	0.558134	1.398381
ENST00000545113.1	ENSG00000111711.10	GOLT1B	1.053236	0.412486	0.038969	0
ENST00000350669.5	ENSG00000111716.14	LDHB	263.398089	242.441763	137.963638	434.142293
ENST00000673047.2	ENSG00000111716.14	LDHB	113.134431	121.349934	296.077766	195.686691
ENST00000542765.4	ENSG00000111716.14	LDHB	27.897047	89.113412	92.722208	120.212263
ENST00000470985.3	ENSG00000111716.14	LDHB	0.292884	50.769946	0.549746	5.629667
ENST00000470280.1	ENSG00000111716.14	LDHB	0.1824	0.006162	0.076524	0.7854
ENST00000544151.1	ENSG00000111716.14	LDHB	4.197302	2.138422	3.618363	4.147541
ENST00000537658.1	ENSG00000111726.13	CMAS	0.408606	0.130286	0.109821	0.091253
ENST00000543797.5	ENSG00000111731.13	C2CD5	0.581939	0.649679	0.294323	1.518016
ENST00000542768.1	ENSG00000111731.13	C2CD5	0.43954	0.083708	0.542063	0.426577
ENST00000535304.1	ENSG00000111731.13	C2CD5	0.518734	0.26981	0.003207	0.717592
ENST00000335148.8	ENSG00000139163.16	ETNK1	0.617128	0	0.976005	0
ENST00000672951.1	ENSG00000139163.16	ETNK1	0.339344	0	0.176241	0
ENST00000673496.1	ENSG00000139163.16	ETNK1	0.122681	0	0	0
ENST00000672995.1	ENSG00000139163.16	ETNK1	1.469983	3.220563	2.780141	0
ENST00000544191.1	ENSG00000139163.16	ETNK1	0.042972	0.271354	0.23571	1.432731
ENST00000543961.1	ENSG00000255725.2	TDGP1	0.270575	0.694277	0.647002	1.167349
ENST00000480211.1	ENSG00000241846.1	RP11-318G8.1	0.901332	0.105685	0	0.363387
ENST00000612790.1	ENSG00000060982.15	BCAT1	6.655503	1.570757	0.139376	9.147321
ENST00000625186.1	ENSG00000278969.1	RP11-662I13.3	0.054538	0.335462	0.349675	0.063157
ENST00000355164.3	ENSG00000060982.15	BCAT1	5.52182	0	0.701297	0
ENST00000550945.5	ENSG00000118308.15	IRAG2	1.4945	0.361188	0.932158	0.755841
ENST00000557489.5	ENSG00000118308.15	IRAG2	0.582725	0.832297	1.6895	0
ENST00000556887.5	ENSG00000118308.15	IRAG2	1.687898	5.68123	0	0
ENST00000555194.1	ENSG00000118308.15	IRAG2	0.183568	0.248721	0.320164	2.833121
ENST00000381356.9	ENSG00000205707.11	ETFRF1	10.308509	10.653391	12.222885	0
ENST00000556402.6	ENSG00000205707.11	ETFRF1	2.058319	0	2.899576	0
ENST00000612734.1	ENSG00000274987.1	RP11-295I5.3	0.072888	0.761898	1.30197	1.623998
ENST00000619739.1	ENSG00000278733.1	RP11-425D17.1	1.77336	1.183394	0.680957	0.858444
ENST00000617468.1	ENSG00000247934.4	RP11-967K21.1	3.032687	3.74594	4.542696	2.878895
ENST00000621546.1	ENSG00000273989.1	RP11-425D17.2	1.021169	0.454555	0.469298	1.296994
