reference_id	ref_gene_id	ref_gene_name	SRR2753092	SRR2753098	SRR2753106	SRR2753116
ENST00000419297.2	ENSG00000238084.4	RP3-469D22.1	3.488197	8.495877	6.009251	2.451863
ENST00000491670.1	ENSG00000130695.16	CEP85	0.357459	0.319274	0	0
ENST00000270792.10	ENSG00000142669.15	SH3BGRL3	246.316276	175.955394	37.005893	296.741821
ENST00000319041.6	ENSG00000142669.15	SH3BGRL3	21.782519	95.570525	22.719228	58.992266
ENST00000374213.3	ENSG00000169442.9	CD52	181.241493	130.593615	127.036236	0
ENST00000528557.5	ENSG00000117682.17	DHDDS	0.050217	0	0	0
ENST00000531955.5	ENSG00000117682.17	DHDDS	0.013195	0.1196	0.432094	0
ENST00000446498.1	ENSG00000223583.1	RP3-476K8.4	2.689447	0.285964	0.288891	1.389258
ENST00000418220.1	ENSG00000224129.1	DPPA2P2	0.028455	0	0	0
ENST00000527264.5	ENSG00000117676.14	RPS6KA1	0.037128	0	0	0
ENST00000474934.1	ENSG00000117676.14	RPS6KA1	0.008974	0	0.018588	0
ENST00000530305.1	ENSG00000117676.14	RPS6KA1	0.017897	0.068632	0	0.044703
ENST00000569378.1	ENSG00000260063.1	RP5-968P14.2	0.733378	1.055084	0.652504	1.643769
ENST00000637465.1	ENSG00000117713.20	ARID1A	0.27779	0	0	0
ENST00000636219.1	ENSG00000117713.20	ARID1A	8.517967	7.082994	0	0
ENST00000430291.2	ENSG00000117713.20	ARID1A	0.121586	0.023669	0.317092	0.395863
ENST00000636110.1	ENSG00000117713.20	ARID1A	0.481073	0.388393	0.006658	0.7002
ENST00000636072.1	ENSG00000117713.20	ARID1A	0.106572	0.070865	0	0.269358
ENST00000637788.1	ENSG00000117713.20	ARID1A	3.182781	1.828774	1.610029	2.470914
ENST00000478902.1	ENSG00000204160.12	ZDHHC18	0.275348	0	0.101562	0
ENST00000450844.1	ENSG00000198746.13	GPATCH3	2.116326	0.274576	0	0
ENST00000484772.1	ENSG00000090273.14	NUDC	0.255685	0.37278	0.441427	1.718084
ENST00000436160.1	ENSG00000228589.3	SPCS2P4	9.05506	18.709941	21.449628	22.719507
ENST00000437956.1	ENSG00000225294.1	OSTCP2	0.237237	0.826493	1.25364	0.326663
ENST00000446783.1	ENSG00000214973.3	CHCHD3P3	5.61549	3.680003	4.466961	8.617324
ENST00000449818.1	ENSG00000225159.1	NPM1P39	81.128889	117.927377	123.096354	83.486533
ENST00000491239.2	ENSG00000142784.16	WDTC1	0.484478	1.053238	0	0
ENST00000611517.4	ENSG00000186501.15	TMEM222	0.029649	0	0	0
ENST00000374076.9	ENSG00000186501.15	TMEM222	0.264594	0	0	0
ENST00000608611.5	ENSG00000186501.15	TMEM222	3.636946	0	0	0
ENST00000464813.5	ENSG00000186501.15	TMEM222	0.00076	0	0	0
ENST00000384161.1	ENSG00000206888.1	RNU6-48P	2.452658	1.17408	0.734403	0.135551
ENST00000486001.1	ENSG00000241547.1	ACTG1P20	4.657358	1.334191	0.75159	2.736694
ENST00000471456.1	ENSG00000186501.15	TMEM222	0.000718	0	0	0
ENST00000470223.1	ENSG00000186501.15	TMEM222	0.001274	1.3094	0	0
ENST00000475199.1	ENSG00000142765.18	SYTL1	0.127481	0.137655	0	0
ENST00000433132.1	ENSG00000235912.1	RP1-159A19.3	4.599429	5.352827	3.21818	7.98215
ENST00000446554.1	ENSG00000231344.1	RP3-426I6.2	1.419481	0.237156	0.656719	0
ENST00000425462.1	ENSG00000230833.1	RPEP3	0.153229	0.266949	0.449754	0.171643
ENST00000373943.9	ENSG00000117758.14	STX12	10.721321	14.451397	15.622871	0
ENST00000468761.1	ENSG00000117758.14	STX12	1.080722	0.797488	0.583308	0
ENST00000602607.1	ENSG00000269971.1	RP3-426I6.5	0.363495	0.733605	0	0.472951
ENST00000517138.1	ENSG00000252947.1	SCARNA1	1.25175	2.659993	2.857187	5.154981
ENST00000456990.1	ENSG00000130775.16	THEMIS2	0.463147	0.718739	0	0
ENST00000492877.1	ENSG00000130775.16	THEMIS2	3.412024	1.416126	1.016767	3.590898
ENST00000373888.8	ENSG00000130768.15	SMPDL3B	5.566226	0.269288	0	0
ENST00000373812.8	ENSG00000198492.16	YTHDF2	16.650499	12.288646	14.412282	0
ENST00000478283.5	ENSG00000198492.16	YTHDF2	1.0859	3.994223	6.62778	14.439544
ENST00000335514.10	ENSG00000130770.18	ATP5IF1	6.884973	17.972006	10.582265	14.977681
ENST00000465645.1	ENSG00000130770.18	ATP5IF1	7.759517	6.792215	6.376003	8.34447
ENST00000604716.1	ENSG00000270605.1	RP5-1092A3.4	0.963347	0.107926	1.050922	0.577918
ENST00000605846.1	ENSG00000271398.1	RP5-1092A3.5	0.148885	0	0	0
ENST00000632202.1	ENSG00000204138.13	PHACTR4	1.72181	2.781635	7.491495	0
ENST00000463428.5	ENSG00000204138.13	PHACTR4	0.244736	0.482134	4.201341	3.584442
ENST00000373839.8	ENSG00000204138.13	PHACTR4	14.853455	11.953109	21.132817	0
ENST00000438601.2	ENSG00000229820.2	RP1-308E4.1	2.948076	3.095515	2.445568	5.442009
ENST00000413987.1	ENSG00000242125.3	SNHG3	3.075987	48.329865	28.93515	0
ENST00000447507.1	ENSG00000242125.3	SNHG3	0.140714	2.279633	2.211947	0
ENST00000437681.1	ENSG00000242125.3	SNHG3	1.907841	3.905232	23.606526	0
ENST00000364938.1	ENSG00000274266.1	SNORA73A	0.183312	0.24997	0.993236	1.689768
ENST00000363217.1	ENSG00000200087.1	SNORA73B	0.158602	2.164504	3.494327	3.42452
ENST00000478232.1	ENSG00000180198.17	RCC1	0.049187	0.159403	0.178013	5.124312
ENST00000624273.1	ENSG00000279443.1	RP4-669K10.8	0.024853	0.211537	0.194014	0.167111
ENST00000531126.6	ENSG00000197989.14	SNHG12	1.968017	5.970431	0.763341	0
ENST00000648127.1	ENSG00000197989.14	SNHG12	0.967412	0.982016	0.216752	0
ENST00000481368.6	ENSG00000197989.14	SNHG12	0.90619	0.107383	1.076311	0
ENST00000464612.5	ENSG00000197989.14	SNHG12	0.022871	1.565015	0.392223	0
ENST00000475441.6	ENSG00000197989.14	SNHG12	0.611363	0.326711	0.172367	0
ENST00000483436.5	ENSG00000197989.14	SNHG12	1.323179	1.023721	0.124602	0
ENST00000650259.1	ENSG00000197989.14	SNHG12	0.00813	0.018832	0.02472	2.268133
ENST00000408612.1	ENSG00000221539.1	SNORD99	5.20788	1.630423	5.903696	10.551221
ENST00000650239.1	ENSG00000197989.14	SNHG12	0.351919	0.824299	1.007722	0
ENST00000648251.1	ENSG00000197989.14	SNHG12	0.026025	0.000984	0.029147	0
ENST00000464115.1	ENSG00000197989.14	SNHG12	0.00633	0.053271	0.010715	0
ENST00000384584.1	ENSG00000273544.1	SNORA44	0.000474	0.011876	0.00539	1.098775
ENST00000648327.1	ENSG00000197989.14	SNHG12	0.003378	0.008845	0.000991	0.517821
ENST00000263974.4	ENSG00000120656.13	TAF12	6.084769	0.714356	0	0
ENST00000602813.1	ENSG00000270103.3	RNU11	1.103196	1.231375	0.446566	0
ENST00000387069.1	ENSG00000274978.1	RNU11	1.132154	0.188689	0.498921	0
ENST00000647103.1	ENSG00000159023.22	EPB41	19.552402	9.085199	11.896682	0
ENST00000645184.1	ENSG00000159023.22	EPB41	4.936858	1.309467	4.38702	0.649405
ENST00000425821.2	ENSG00000225616.2	RP4-604A21.1	1.800394	13.138165	3.880443	1.387578
ENST00000645999.1	ENSG00000159023.22	EPB41	1.98399	0.376856	0	3.36619
ENST00000490308.2	ENSG00000159023.22	EPB41	0.073625	0.824368	0.116616	0.159864
ENST00000460378.1	ENSG00000159023.22	EPB41	0.051099	0.232791	0.707352	0.12598
ENST00000462032.1	ENSG00000159023.22	EPB41	0.002009	0.035386	0	0.001286
ENST00000373795.7	ENSG00000116350.17	SRSF4	23.641576	30.045504	39.040098	0
ENST00000622143.1	ENSG00000116350.17	SRSF4	0.083829	0.319889	1.069404	0.613991
ENST00000497015.5	ENSG00000116350.17	SRSF4	0.393303	2.550621	8.738793	0.958351
ENST00000611385.1	ENSG00000277916.1	ENSG10010136122.1	1.331636	0.890551	1.893121	0.457715
ENST00000483435.5	ENSG00000116353.16	MECR	0.064777	3.223424	0.024037	0
ENST00000464511.1	ENSG00000116353.16	MECR	0.019554	1.527363	0.80509	0
ENST00000452686.2	ENSG00000229447.2	RP11-490K7.4	0.059231	0.210625	0.504137	1.570974
ENST00000463988.1	ENSG00000060688.13	SNRNP40	0.529017	0.800825	1.294837	0.757495
ENST00000401075.3	ENSG00000215899.3	RP11-439L8.2	0.273777	0.041642	0	0.010549
ENST00000294507.4	ENSG00000162511.8	LAPTM5	240.346598	251.706522	121.004027	242.734372
ENST00000583944.1	ENSG00000264773.1	MIR4420	1.802165	3.674946	1.105578	1.130169
ENST00000476492.1	ENSG00000162511.8	LAPTM5	0.513867	2.310243	0.868799	0.350379
ENST00000426105.7	ENSG00000134644.16	PUM1	11.608392	8.229249	22.862638	0
ENST00000257075.9	ENSG00000134644.16	PUM1	3.912705	12.700497	0.987434	0
ENST00000373747.7	ENSG00000134644.16	PUM1	3.54175	9.347476	0	0
ENST00000440538.6	ENSG00000134644.16	PUM1	3.521058	3.008567	0	0
ENST00000498419.5	ENSG00000134644.16	PUM1	0.047905	0.029785	0.013774	0
ENST00000529846.5	ENSG00000134644.16	PUM1	0.002629	0.008376	0	0
ENST00000498627.1	ENSG00000134644.16	PUM1	1.64989	2.287596	0.209953	3.015468
ENST00000490546.1	ENSG00000134644.16	PUM1	0.010807	0.022084	0.31013	0
ENST00000532678.1	ENSG00000134644.16	PUM1	0.025475	0.212454	0.072795	0.665386
ENST00000524516.1	ENSG00000134644.16	PUM1	0.130974	0.316588	0.250057	0
ENST00000417263.2	ENSG00000237329.2	RP11-201O14.1	1.27562	1.536998	5.581568	0.801001
ENST00000441274.2	ENSG00000225142.2	RP11-490K7.1	0.505856	0	0	0.150804
ENST00000622988.1	ENSG00000278997.1	RP11-131M11.2	0.691508	0.608195	2.191521	0.931374
ENST00000624339.1	ENSG00000279179.1	RP11-131M11.3	0.146385	0.188666	0.08058	0.147226
ENST00000469100.5	ENSG00000134684.12	YARS1	0.521671	0.194366	0.257423	0.463758
ENST00000490826.1	ENSG00000134684.12	YARS1	0.143624	0.607755	0.883303	0.805505
ENST00000487404.5	ENSG00000134684.12	YARS1	1.626292	0.606747	2.051835	0.706265
ENST00000478828.1	ENSG00000134684.12	YARS1	0.080127	0.278185	1.374045	0.532755
ENST00000470377.1	ENSG00000134684.12	YARS1	0.022188	0.024438	0.116097	0.1718
ENST00000530552.1	ENSG00000116497.18	S100PBP	0.356221	0.000732	2.223388	0.356488
ENST00000475486.1	ENSG00000116497.18	S100PBP	0.030986	0.190076	0.141297	0.079496
ENST00000551979.1	ENSG00000004455.17	AK2	5.961747	0.017729	0.129268	3.507385
ENST00000610352.1	ENSG00000276645.1	Metazoa_SRP	0.602291	0	0.081347	1.681605
ENST00000424879.2	ENSG00000235907.2	RP4-580O19.2	0.099156	0.174913	0	0
ENST00000477934.1	ENSG00000160094.15	ZNF362	0.108784	2.526312	0.073589	1.162505
ENST00000373418.7	ENSG00000134686.19	PHC2	9.110413	0	0	0
ENST00000583214.3	ENSG00000284154.1	MIR3605	0.028803	6.8e-05	0.695244	0.000585
ENST00000410180.1	ENSG00000222112.1	RN7SKP16	0.981108	5.559785	2.046187	3.50065
ENST00000432703.1	ENSG00000233246.1	PHC2-AS1	0.718998	0	0	0
ENST00000373337.3	ENSG00000243749.1	TMEM35B	13.644594	63.455449	2.6925	0
ENST00000466345.1	ENSG00000163867.17	ZMYM6	0.113598	0.562254	0.473495	0.823381
ENST00000489313.1	ENSG00000184007.22	PTP4A2	1.616318	0.730858	1.164208	1.491126
ENST00000679970.1	ENSG00000288678.1	RP4-534N18.5	71.769117	0.033401	0.009483	42.156377
ENST00000327300.12	ENSG00000121774.18	KHDRBS1	56.954853	57.001282	72.75108	41.649835
ENST00000613387.1	ENSG00000276493.1	Metazoa_SRP	0.069182	0	0	0
ENST00000681089.1	ENSG00000160050.16	CCDC28B	0.344008	0.794693	0.952068	0
ENST00000677711.1	ENSG00000084623.12	EIF3I	23.540112	9.516902	0	0
ENST00000677676.1	ENSG00000084623.12	EIF3I	2.179134	0	0	0
ENST00000678889.1	ENSG00000084623.12	EIF3I	20.00178	19.164788	0	0
ENST00000678968.1	ENSG00000084623.12	EIF3I	1.381901	0	0	0
ENST00000678883.1	ENSG00000084623.12	EIF3I	0.343832	0.135087	0	0
ENST00000355082.10	ENSG00000084623.12	EIF3I	0.157158	0.189582	0	0
ENST00000489353.6	ENSG00000084623.12	EIF3I	0.307511	0	0	0
ENST00000471486.6	ENSG00000084623.12	EIF3I	2.197386	14.781723	49.971682	56.842318
ENST00000676957.1	ENSG00000084623.12	EIF3I	1.656188	0	0	0
ENST00000678306.1	ENSG00000084623.12	EIF3I	0.958325	1.057202	3.075108	0.979669
ENST00000679044.1	ENSG00000084623.12	EIF3I	0.133443	0.064303	0.079111	0.058006
ENST00000678106.1	ENSG00000084623.12	EIF3I	0.120482	1.366638	6.449756	0.776739
ENST00000373548.8	ENSG00000116478.12	HDAC1	45.130857	21.611601	43.708953	0
ENST00000463172.5	ENSG00000116478.12	HDAC1	0.881967	0.111821	0.555297	0
ENST00000428704.1	ENSG00000116478.12	HDAC1	0.027134	0	0	0
ENST00000490081.5	ENSG00000116478.12	HDAC1	0.067218	0.605145	0.023199	0.391841
ENST00000476391.5	ENSG00000116478.12	HDAC1	1.585236	5.672706	3.637737	1.851805
ENST00000467652.5	ENSG00000176261.16	ZBTB8OS	0.127465	0.023123	0.119784	0
ENST00000465780.1	ENSG00000162521.19	RBBP4	2.944767	0.732125	0	0
ENST00000296214.10	ENSG00000163875.16	MEAF6	5.76276	5.018052	5.829325	0
ENST00000373074.5	ENSG00000163875.16	MEAF6	1.802761	4.901325	11.761329	5.42869
ENST00000580821.1	ENSG00000263675.1	MIR5581	0.191733	2.249255	0.436562	0.926634
ENST00000485039.1	ENSG00000163875.16	MEAF6	0.050233	0.787681	0.122679	0.229724
ENST00000638725.1	ENSG00000163877.11	SNIP1	0.81598	0.635933	4.641192	3.898684
ENST00000437933.1	ENSG00000232273.1	FTH1P1	0.538101	1.342025	0.532807	0
ENST00000423216.2	ENSG00000237749.4	RP3-423B22.5	78.444159	4.958429	2.353257	76.866145
ENST00000373062.8	ENSG00000134697.13	GNL2	11.97401	19.532369	34.42622	0
ENST00000490029.1	ENSG00000134697.13	GNL2	0.201276	0.805775	0.464564	0.095235
ENST00000462812.5	ENSG00000134697.13	GNL2	0.039398	0.887844	1.731548	3.009055
ENST00000479255.1	ENSG00000134697.13	GNL2	0.097087	0.134029	0.187767	0.398819
ENST00000469191.1	ENSG00000134697.13	GNL2	0.017911	0.049017	0.690004	0.345363
ENST00000489146.1	ENSG00000134697.13	GNL2	0.331962	0.770112	0.97476	1.921718
ENST00000463351.1	ENSG00000134697.13	GNL2	0.013569	0.519633	0.028927	0.979278
ENST00000488496.1	ENSG00000134697.13	GNL2	0.062592	1.18098	0.182659	1.62751
ENST00000442006.2	ENSG00000215895.4	HSPA5P1	2.601541	0.642857	0.865724	6.818402
ENST00000474456.1	ENSG00000116954.8	RRAGC	3.394758	0.678392	0.480707	0.194596
ENST00000496778.1	ENSG00000116954.8	RRAGC	0.353121	0.154579	0.340269	0.035276
ENST00000397572.5	ENSG00000214114.9	MYCBP	6.923329	10.56808	17.200273	16.116919
ENST00000495043.5	ENSG00000214114.9	MYCBP	0.207664	0.372952	0.616156	0.477829
ENST00000360786.3	ENSG00000131233.10	GJA9	0.435333	0.048091	0.0748	0.108085
ENST00000609516.1	ENSG00000116922.15	C1orf109	0.486025	0.83159	0.644008	2.054066
ENST00000373043.1	ENSG00000197982.14	C1orf122	2.490356	1.852628	0	0
ENST00000468190.1	ENSG00000188786.10	MTF1	0.009155	0	0	0
ENST00000487328.1	ENSG00000204084.13	INPP5B	0.39805	0.286248	0.403735	0.697879
ENST00000474758.1	ENSG00000204084.13	INPP5B	0.066752	0.212466	0.124783	0.188482
ENST00000467066.1	ENSG00000204084.13	INPP5B	0.031384	0.035439	0.135838	0
ENST00000487062.1	ENSG00000183431.12	SF3A3	0.07387	0.04925	0.051346	0.325611
ENST00000460925.1	ENSG00000183431.12	SF3A3	0.063604	0.506211	0.887704	1.246182
ENST00000488934.1	ENSG00000183431.12	SF3A3	0.016862	0.05782	0.055821	0.089034
ENST00000373016.4	ENSG00000183386.10	FHL3	12.602204	0	0	0
ENST00000483132.1	ENSG00000183386.10	FHL3	0.017831	0.032414	0	0
ENST00000373014.5	ENSG00000183520.12	UTP11	7.630401	7.861627	14.267142	11.315631
ENST00000486563.1	ENSG00000183520.12	UTP11	0.27202	1.145172	0.160835	0
ENST00000488453.1	ENSG00000183520.12	UTP11	0.88003	0.861057	1.630463	1.862613
ENST00000432648.8	ENSG00000174574.16	AKIRIN1	25.196108	0	0	0
ENST00000463393.1	ENSG00000197056.11	ZMYM1	0.007083	0.066231	0	0
ENST00000442409.1	ENSG00000228348.1	EFCAB14P1	1.046663	3.084048	3.2631	1.106844
ENST00000470472.5	ENSG00000116560.11	SFPQ	0.623064	3.232413	0.498882	1.350366
ENST00000460428.5	ENSG00000116560.11	SFPQ	0.117524	0.652437	0.245666	0.126162
ENST00000468598.5	ENSG00000116560.11	SFPQ	0.126822	18.396231	5.516904	14.247393
ENST00000471991.5	ENSG00000116560.11	SFPQ	0.979218	1.837367	1.385205	2.880589
ENST00000490668.5	ENSG00000116560.11	SFPQ	0.009289	5.784259	0.018019	0
ENST00000466213.5	ENSG00000116560.11	SFPQ	0.041304	10.397308	0.24307	18.805468
ENST00000485365.1	ENSG00000116560.11	SFPQ	0.011595	4.417604	0.072111	0
ENST00000485454.1	ENSG00000116560.11	SFPQ	0.139094	0.543944	0.120623	0.164836
ENST00000357214.6	ENSG00000116560.11	SFPQ	9.162821	30.125959	9.168535	15.66766
ENST00000314607.11	ENSG00000146463.12	ZMYM4	14.701592	0	0	0
ENST00000434805.1	ENSG00000229994.1	RPL5P4	48.409796	175.992386	191.582357	3.143965
ENST00000482131.1	ENSG00000146463.12	ZMYM4	0.122066	0.464763	0.146704	0.745945
ENST00000492456.1	ENSG00000146463.12	ZMYM4	0.002796	0.107208	0.015641	0.041046
ENST00000473423.1	ENSG00000142687.18	KIAA0319L	0.00992	0.348442	0	1.028136
ENST00000474856.1	ENSG00000142687.18	KIAA0319L	0.854603	0.326165	0.017865	2.646773
ENST00000467109.1	ENSG00000142687.18	KIAA0319L	0.061029	0.725397	0.361022	7.932627
ENST00000373237.4	ENSG00000126067.12	PSMB2	11.695948	11.79093	13.390114	13.399515
ENST00000270815.5	ENSG00000142686.8	C1orf216	1.704069	0	0	0
ENST00000517467.1	ENSG00000092853.14	CLSPN	1.833251	0.033078	0.056237	0
ENST00000488778.1	ENSG00000134698.11	AGO4	0.020181	0.116492	0.104413	1.016069
ENST00000491443.2	ENSG00000126070.20	AGO3	0.080571	1.498783	0.384202	0
ENST00000471099.1	ENSG00000126070.20	AGO3	0.040361	0.307697	0.054958	0.305743
ENST00000437804.2	ENSG00000232862.5	RP4-665N4.4	0.086516	0.202226	0	0.678354
ENST00000373166.8	ENSG00000054116.12	TRAPPC3	6.81694	9.570354	10.678021	7.998157
ENST00000462715.1	ENSG00000054116.12	TRAPPC3	0.347998	2.589797	3.153338	3.625205
ENST00000462118.1	ENSG00000116871.16	MAP7D1	0.597653	0.70366	0.174802	0
ENST00000532131.1	ENSG00000116871.16	MAP7D1	0.125227	0.055647	0	0
ENST00000487114.1	ENSG00000116871.16	MAP7D1	4.084427	0.354083	2.932601	0
ENST00000447495.1	ENSG00000231849.1	UBE2V2P4	0.099938	0.458632	2.196052	0
ENST00000373116.6	ENSG00000116898.12	MRPS15	16.819979	19.553611	28.461369	0
ENST00000488606.5	ENSG00000116898.12	MRPS15	0.093746	0.20147	0.17984	0.377508
ENST00000477040.1	ENSG00000116898.12	MRPS15	0.441853	2.537425	5.007384	1.239233
ENST00000484762.1	ENSG00000119535.18	CSF3R	0.061707	0.194615	0	0.217908
ENST00000466138.1	ENSG00000119535.18	CSF3R	0.258416	0.029153	0.010418	0.072846
ENST00000469380.1	ENSG00000119535.18	CSF3R	0.104121	0.177079	0	0.332271
ENST00000489551.5	ENSG00000119535.18	CSF3R	0.025606	0.15964	1.567048	0
ENST00000365352.1	ENSG00000202222.1	Y_RNA	0.369043	0.407271	0	0
ENST00000497982.2	ENSG00000225333.6	RP1-144F13.4	0.905077	0.082119	0.247049	0.297907
ENST00000327582.5	ENSG00000198754.5	OXCT2	0.070679	0.12738	0	0.142974
ENST00000602528.2	ENSG00000127603.31	MACF1	1.234808	2.943925	0.309156	0.921035
ENST00000485063.1	ENSG00000127603.31	MACF1	0.830371	0.412525	0.230233	0.515689
ENST00000472385.1	ENSG00000127603.31	MACF1	0.738352	0.437943	0.39643	0.02851
ENST00000484393.1	ENSG00000127603.31	MACF1	0.03734	0.280568	0.031859	0.357203
ENST00000476350.1	ENSG00000127603.31	MACF1	0.13986	0.109288	0.129199	0
ENST00000473843.1	ENSG00000127603.31	MACF1	0.00617	1.384753	0.915344	0.065632
ENST00000487656.1	ENSG00000127603.31	MACF1	0.878902	0.778723	2.667346	3.724164
ENST00000497964.1	ENSG00000127603.31	MACF1	1.013497	1.185564	0.713199	1.509845
ENST00000442046.5	ENSG00000127603.31	MACF1	0.461529	0.042476	1.508981	0
ENST00000462496.5	ENSG00000127603.31	MACF1	0.032945	0.109089	0.166196	0.542427
ENST00000496360.5	ENSG00000127603.31	MACF1	0.057467	0.031172	0.06796	0
ENST00000497807.1	ENSG00000127603.31	MACF1	0.174183	0.628649	0.20954	0.256116
ENST00000447263.1	ENSG00000237624.1	OXCT2P1	0.185487	0.041326	0	0.056693
ENST00000482028.5	ENSG00000090621.15	PABPC4	1.545942	0.002822	0.056799	31.440272
ENST00000530186.1	ENSG00000090621.15	PABPC4	1.077708	0.095289	0.030746	0
ENST00000484555.1	ENSG00000090621.15	PABPC4	0.843463	0.00765	0.002937	2.58473
ENST00000525045.5	ENSG00000090621.15	PABPC4	1.48835	0.649065	0.094583	4.814486
ENST00000477556.1	ENSG00000090621.15	PABPC4	0.056381	0.407407	0	0.330999
ENST00000461578.1	ENSG00000090621.15	PABPC4	0.135483	0.027837	0.008297	0.506042
ENST00000483770.1	ENSG00000090621.15	PABPC4	0.125646	0.065055	0.015956	0.367189
ENST00000513632.2	ENSG00000090621.15	PABPC4	1.244017	0.021829	1.956765	1.108485
ENST00000364587.1	ENSG00000201457.1	SNORA55	3.525756	2.008552	0.561294	2.45312
ENST00000492519.1	ENSG00000090621.15	PABPC4	4.125671	4.563643	4.642278	6.581209
ENST00000565390.2	ENSG00000260920.2	RP1-228H13.5	0.588058	2.276118	1.951196	2.960189
ENST00000606277.1	ENSG00000272145.1	NFYC-AS1	1.275615	4.649792	4.739553	3.340098
ENST00000372638.4	ENSG00000179862.7	CITED4	0.079035	0.271079	0.107831	0.239886
ENST00000438210.1	ENSG00000228477.1	RP3-342P20.2	6.460249	3.721461	0.91936	9.497471
ENST00000642050.2	ENSG00000131238.18	PPT1	22.795574	21.241181	45.757275	39.855171
ENST00000641236.1	ENSG00000131238.18	PPT1	20.053459	42.36659	45.853221	37.685852
ENST00000372771.5	ENSG00000117000.9	RLF	9.729885	15.215733	0	15.680305
ENST00000567508.1	ENSG00000259943.1	RP1-39G22.7	6.09399	10.620562	16.929866	11.137498
ENST00000447743.1	ENSG00000231296.1	RP1-39G22.4	0.480098	0.307977	0.053798	0.926764
ENST00000600955.1	ENSG00000227311.3	RP1-228H13.1	0.007839	0.256281	0.028399	3.035357
ENST00000487871.1	ENSG00000084070.12	SMAP2	1.361632	0.611408	0	1.186518
ENST00000397174.6	ENSG00000010803.16	SCMH1	2.634422	0	0	0
ENST00000326197.11	ENSG00000010803.16	SCMH1	1.988666	0	0	0
ENST00000498793.5	ENSG00000010803.16	SCMH1	0.063623	0	0	0
ENST00000482530.1	ENSG00000010803.16	SCMH1	0.041931	0	0	0
ENST00000372571.5	ENSG00000198815.9	FOXJ3	0.740181	1.517326	3.12994	0.971767
ENST00000372573.5	ENSG00000198815.9	FOXJ3	0.276866	0	0	0
ENST00000361776.5	ENSG00000198815.9	FOXJ3	5.245075	2.623635	12.16579	2.438157
ENST00000361346.6	ENSG00000198815.9	FOXJ3	5.371802	13.306611	3.327888	2.769258
ENST00000445886.5	ENSG00000198815.9	FOXJ3	0.269048	3.632705	4.250011	20.007931
ENST00000422278.1	ENSG00000198815.9	FOXJ3	0.084824	0.797845	0.291422	0.508437
ENST00000454417.1	ENSG00000198815.9	FOXJ3	0.038162	0.358385	0.680824	0.188886
ENST00000411908.1	ENSG00000235002.1	RP11-157D18.2	0.128586	0	0	0.334891
ENST00000475426.1	ENSG00000066185.13	ZMYND12	0.038673	0.070668	0	0
ENST00000372561.4	ENSG00000127125.9	PPCS	1.166722	2.969933	6.17109	0
ENST00000472013.1	ENSG00000127125.9	PPCS	2.97098	4.802479	2.747302	0
ENST00000372556.3	ENSG00000127125.9	PPCS	1.010884	2.480741	7.33137	0
ENST00000426743.1	ENSG00000230116.1	RPS3AP11	0.471703	0	0	0.374603
ENST00000424567.1	ENSG00000236876.3	TMSB4XP1	6.607687	8.949035	2.924252	14.011468
ENST00000481465.3	ENSG00000117385.16	P3H1	0.157663	0.388802	0.061502	6.863427
ENST00000492956.1	ENSG00000117385.16	P3H1	0.194608	0.135141	0.001116	0
ENST00000372503.2	ENSG00000164011.18	ZNF691	1.360697	0	0.601992	0
ENST00000439215.1	ENSG00000225099.1	ATP6V1E1P1	0.514349	0.908746	1.110636	1.075542
ENST00000674545.1	ENSG00000117394.24	SLC2A1	0.29898	0.441434	3.439892	2.091585
ENST00000625233.2	ENSG00000117394.24	SLC2A1	1.503511	0	0	0
ENST00000415851.6	ENSG00000117394.24	SLC2A1	0.107179	0	0	0
ENST00000629908.1	ENSG00000117394.24	SLC2A1	1.956529	1.138366	3.102745	2.791055
ENST00000639582.1	ENSG00000284138.1	ATP6V0CP4	2.276635	0	0	0.197779
ENST00000236051.3	ENSG00000117395.13	EBNA1BP2	28.037077	16.086153	34.657368	39.659349
ENST00000463906.1	ENSG00000117395.13	EBNA1BP2	0.788625	1.458294	3.158625	0.319877
ENST00000472982.5	ENSG00000117395.13	EBNA1BP2	0.696449	0.13969	0.337422	0.331273
ENST00000483082.1	ENSG00000117395.13	EBNA1BP2	0.042843	0.004342	0.016916	0.049037
